"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Corner Brook, Newfoundland and Labrador","2021S050415","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709744","7.5.1","1000","","","","0"
"2021","Corner Brook, Newfoundland and Labrador","2021S050415","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709744","7.5.1","1170","","","","0"
"2022","Corner Brook, Newfoundland and Labrador","2021S050415","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709744","7.5.1","1180","","","","0"
"2023","Corner Brook, Newfoundland and Labrador","2021S050415","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709744","7.5.1","1230","","","","0"
"2017","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","670","","","","0"
"2018","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","900","","","","0"
"2019","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","850","","","","0"
"2020","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","860","","","","0"
"2021","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","1000","","","","0"
"2022","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","1020","","","","0"
"2023","Corner Brook, Newfoundland and Labrador","2021S050415","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709750","7.6.1","1010","","","","0"
"2017","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2370","","","","0"
"2018","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2340","","","","0"
"2019","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2330","","","","0"
"2020","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2540","","","","0"
"2021","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2440","","","","0"
"2022","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2320","","","","0"
"2023","Non CMA-CA, Newfoundland and Labrador","10000","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709858","8.2.1","2230","","","","0"
"2017","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","5000","","","","0"
"2018","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","5410","","","","0"
"2019","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","6130","","","","0"
"2020","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","5720","","","","0"
"2021","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","5530","","","","0"
"2022","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","5510","","","","0"
"2023","Non CMA-CA, Newfoundland and Labrador","10000","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709864","8.3.1","5410","","","","0"
"2017","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","1030","","","","0"
"2018","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","1050","","","","0"
"2019","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","1010","","","","0"
"2020","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","990","","","","0"
"2021","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","990","","","","0"
"2022","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","990","","","","0"
"2023","Non CMA-CA, Newfoundland and Labrador","10000","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709870","8.4.1","990","","","","0"
"2017","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","15960","","","","0"
"2018","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","13870","","","","0"
"2019","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","12580","","","","0"
"2020","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","10570","","","","0"
"2021","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","11900","","","","0"
"2022","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","11990","","","","0"
"2023","Non CMA-CA, Newfoundland and Labrador","10000","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709876","8.5.1","12630","","","","0"
"2017","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","7640","","","","0"
"2018","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","7990","","","","0"
"2019","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","7410","","","","0"
"2020","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","8300","","","","0"
"2021","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","8670","","","","0"
"2022","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","8870","","","","0"
"2023","Non CMA-CA, Newfoundland and Labrador","10000","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130709882","8.6.1","9020","","","","0"
"2017","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","990","","","","0"
"2018","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","820","","","","0"
"2019","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","820","","","","0"
"2020","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","1080","","","","0"
"2021","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","990","","","","0"
"2022","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","810","","","","0"
"2023","Charlottetown, Prince Edward Island","2021S0504105","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130710122","10.2.1","860","","","","0"
